,职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模,省份,城市
2648,数据分析岗,6千-1万,广州-天河区,1-3年,本科,"['证券从业资格证', '基金从业资格证']",兴业证券股份有限公司广东分公司,国企 ,100-299人 ,广东,广州
2649,销售数据分析,6千-8千,广州-番禺区,1-3年,大专,"['数据分析', '销售数据', '总经理助理']",广州市纳闵电子科技有限公司,民营 ,20-99人 ,广东,广州
2650,数据分析管培生,8千-9千,广州-黄埔区,无经验,本科,"['采购方向', '市场方向', '运营方向', '物流方向', '职能方向', '销售方向']",广州市贝法易信息科技有限公司,民营 ,300-499人 ,广东,广州
2651,数据分析师,7千-9千,广州-黄埔区,3-5年,本科,"['数据分析', '需求分析', 'Java', 'Python', 'SQL']",润建股份,股份制企业 ,1000-9999人 ,广东,广州
2652,数据分析工程师,6千-1.2万,广州-越秀区,不限,本科,['相关分析'],广东华风锐进科技有限公司,股份制企业 ,20人以下 ,广东,广州
2653,数据分析主管,8千-1万,广州-白云区,1-3年,本科,"['分析建模', '线下零售']",广州易鲜坊商业管理有限公司,民营 ,100-299人 ,广东,广州
2654,数据分析处理工程师,6千-8千,广州-越秀区,3-5年,大专,"['arcgis', '数据分析', '商业数据分析', '大数据分析', '数据清洗', '数据挖掘']",广州仓实信息科技有限公司,民营 ,20-99人 ,广东,广州
2655,物流数据分析助理（五险一金）,8千-9千,广州-海珠区,不限,本科,"['年终奖', '八小时工作制', '弹性工作制', '电动车', '铁路运输', '同城货运', '公路运输', '干线货运']",广州佳正科技信息有限公司,民营 ,100-299人 ,广东,广州
2656,电商数据分析助理（14薪）,9千-1.1万,广州-海珠区,不限,本科,"['类目运营', '母婴电商', '家具电商', '商家运营', '耐消品电商', '家纺电商', '保险电商', '鞋类电商']",广州雪福科技信息有限公司,民营 ,100-299人 ,广东,广州
2657,网易游戏服务数据分析,6千-1万,广州-越秀区,不限,本科,"['SQL', 'Python', 'Pandas']",广州赛泽科技有限公司,民营 ,300-499人 ,广东,广州
2658,6k起电商数据分析助理,6千-8千,广州-天河区,不限,本科,"['母婴电商', '用户运营', '会员运营', '食品电商', '商家运营', '推广运营', '电子产品电商', '粮油电商']",广州琉璃科技信息有限公司,其它 ,20-99人 ,广东,广州
2659,数据分析助理（舒适办公/非销售/双休/社保）,8千-1.2万,广州-越秀区,不限,大专,['数据分析'],广州丰荣发展有限公司,合资 ,1000-9999人 ,广东,广州
